-73,-90,-81,30.0,9.0,180.0
-72,-87,-90,30.0,9.5,180.0
-78,-87,-86,30.0,10.0,180.0
-77,-72,-68,60.0,0.5,0.0
-90,-72,-72,60.0,1.0,0.0
-91,-73,-68,60.0,1.5,0.0
-79,-74,-78,60.0,2.0,0.0
-71,-73,-68,60.0,0.5,180.0
-82,-80,-67,60.0,1.0,180.0
-81,-74,-68,60.0,1.5,180.0
-75,-84,-82,60.0,2.0,180.0
